gameid,period,clock,h_pts,a_pts,team,playerid,player,type,subtype,result,x,y,dist,desc,season,outcome,lag1,lag2,lag3
20900015,2,PT09M49.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-172,82,19,MISS Curry 19' Jump Shot,2010,0,0,1,0
20900015,2,PT02M19.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-68,148,16,MISS Curry 16' Jump Shot,2010,0,0,0,1
20900015,2,PT00M34.10S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,39,15,4,MISS Curry 4' Jump Shot,2010,0,0,0,0
20900015,4,PT10M26.00S,83.0,90.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-64,149,16,Curry 16' Pullup Jump Shot (4 PTS),2010,1,0,0,0
20900015,4,PT06M31.00S,95.0,99.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,118,123,17,Curry 17' Pullup Jump Shot (6 PTS) (Azubuike 1 AST),2010,1,1,0,0
20900015,4,PT02M25.00S,101.0,108.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,121,162,20,Curry 20' Pullup Jump Shot (8 PTS),2010,1,1,1,0
20900015,4,PT01M47.00S,103.0,108.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-125,134,18,Curry 18' Pullup Jump Shot (10 PTS),2010,1,1,1,1
20900015,4,PT00M29.10S,105.0,108.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,-7,1,1,Curry 1' Layup (12 PTS) (Ellis 5 AST),2010,1,1,1,1
20900015,4,PT00M00.90S,107.0,108.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,-5,15,2,Curry 2' Layup (14 PTS),2010,1,1,1,1
20900030,2,PT01M00.00S,56.0,49.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-76,250,26,Curry 26' 3PT Jump Shot (7 PTS) (Biedrins 3 AST),2010,1,1,1,0
20900030,3,PT08M35.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-158,-6,16,MISS Curry 16' Jump Shot,2010,0,1,1,1
20900030,3,PT02M57.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry  Layup,2010,0,0,1,1
20900030,4,PT10M14.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry  Layup,2010,0,0,0,1
20900030,4,PT09M06.00S,99.0,79.0,GSW,201939,S. Curry,Made Shot,Jump Bank Shot,Made,95,48,11,Curry 11' Jump Bank Shot (9 PTS),2010,1,0,0,0
20900030,4,PT07M23.00S,104.0,84.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,1,247,25,Curry 25' 3PT Jump Shot (12 PTS),2010,1,1,0,0
20900069,1,PT00M55.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,56,14,6,MISS Curry 6' Jump Shot,2010,0,1,0,1
20900069,2,PT11M11.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,0,258,26,MISS Curry 26' 3PT Jump Shot,2010,0,0,1,0
20900069,3,PT04M54.00S,77.0,72.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,-4,15,2,Curry 2' Layup (7 PTS) (Ellis 8 AST),2010,1,0,0,1
20900082,3,PT10M21.00S,47.0,63.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,-7,23,2,Curry 2' Driving Layup (2 PTS),2010,1,0,0,0
20900082,3,PT07M12.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,190,214,29,MISS Curry 29' 3PT Jump Shot,2010,0,1,0,0
20900096,3,PT00M47.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,130,1,13,MISS Curry 13' Jump Shot,2010,0,0,0,1
20900096,3,PT00M12.20S,94.0,77.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,138,113,18,Curry 18' Jump Shot (5 PTS),2010,1,0,0,0
20900096,4,PT05M38.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-49,50,7,MISS Curry 7' Jump Shot,2010,0,1,0,0
20900096,4,PT01M48.00S,116.0,99.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-123,145,19,Curry 19' Jump Shot (7 PTS),2010,1,0,1,0
20900096,4,PT01M20.00S,116.0,101.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-65,164,18,Curry 18' Jump Shot (9 PTS) (Law 1 AST),2010,1,1,0,1
20900101,2,PT00M35.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,-7,12,1,MISS Curry 1' Layup,2010,0,1,0,0
20900101,3,PT03M09.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,7,30,3,MISS Curry 3' Jump Shot,2010,0,0,1,0
20900101,3,PT00M01.40S,111.0,77.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,187,225,29,Curry 29' 3PT Pullup Jump Shot (8 PTS) (Jackson 15 AST),2010,1,0,0,1
20900101,4,PT05M33.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,129,131,18,MISS Curry 18' Jump Shot,2010,0,1,0,0
20900101,4,PT00M08.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-166,1,17,MISS Curry 17' Jump Shot,2010,0,0,1,0
20900109,4,PT04M23.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-174,194,26,MISS Curry 26' 3PT Jump Shot,2010,0,1,0,1
20900109,4,PT03M58.00S,,,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,3,0,MISS Curry Layup,2010,0,0,1,0
20900109,4,PT01M25.00S,102.0,94.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-212,-14,21,Curry 21' Jump Shot (6 PTS),2010,1,0,0,1
20900109,4,PT00M08.50S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-248,-13,25,MISS Curry 25' 3PT Jump Shot,2010,0,1,0,0
20900141,2,PT09M43.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry  Layup,2010,0,0,1,1
20900141,2,PT09M12.00S,26.0,39.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,225,-2,0,Curry  3PT Jump Shot (7 PTS) (Watson 3 AST),2010,1,0,0,1
20900141,3,PT03M19.00S,78.0,74.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,0,0,0,Curry  Driving Layup (9 PTS),2010,1,1,0,0
20900141,3,PT02M26.00S,82.0,76.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-15,137,14,Curry 14' Jump Shot (11 PTS) (Randolph 1 AST),2010,1,1,1,0
20900141,3,PT00M55.00S,87.0,79.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-142,257,29,Curry 29' 3PT Jump Shot (14 PTS),2010,1,1,1,1
20900141,4,PT07M17.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry  Layup,2010,0,1,1,1
20900150,2,PT00M37.30S,64.0,55.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,-11,1,1,Curry 1' Layup (6 PTS) (Maggette 1 AST),2010,1,1,0,1
20900150,3,PT06M06.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,228,83,24,MISS Curry 24' 3PT Jump Shot,2010,0,1,1,0
20900150,3,PT02M10.00S,83.0,74.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,-7,11,1,Curry 1' Driving Layup (8 PTS) (Ellis 5 AST),2010,1,0,1,1
20900150,3,PT01M19.00S,85.0,77.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,239,7,24,Curry 24' 3PT Jump Shot (11 PTS) (Ellis 6 AST),2010,1,1,0,1
20900150,3,PT00M00.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-166,312,35,MISS Curry 35' 3PT Jump Shot,2010,0,1,1,0
20900150,4,PT11M08.00S,92.0,85.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-242,78,25,Curry 25' 3PT Jump Shot (14 PTS) (Ellis 7 AST),2010,1,0,1,1
20900150,4,PT09M26.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-37,247,25,MISS Curry 25' 3PT Jump Shot,2010,0,1,0,1
20900163,2,PT07M45.00S,37.0,35.0,GSW,201939,S. Curry,Made Shot,Reverse Layup Shot,Made,-5,7,1,Curry 1' Reverse Layup (5 PTS) (Radmanovic 2 AST),2010,1,1,0,0
20900163,2,PT07M12.00S,39.0,37.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,12,176,18,Curry 18' Step Back Jump Shot (7 PTS),2010,1,1,1,0
20900163,2,PT06M46.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-138,208,25,MISS Curry 25' 3PT Jump Shot,2010,0,1,1,1
20900163,2,PT01M00.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,132,213,25,MISS Curry 25' 3PT Jump Shot,2010,0,0,1,1
20900163,4,PT09M12.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,113,205,23,MISS Curry 23' Jump Shot,2010,0,0,0,1
20900163,4,PT07M45.00S,86.0,76.0,GSW,201939,S. Curry,Made Shot,Running Jump Shot,Made,75,48,9,Curry 9' Running Jump Shot (9 PTS),2010,1,0,0,0
20900163,4,PT07M10.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,15,250,25,MISS Curry 25' 3PT Jump Shot,2010,0,1,0,0
20900181,2,PT04M30.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,83,162,18,MISS Curry 18' Jump Shot,2010,0,0,1,0
20900181,2,PT01M29.00S,54.0,50.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-134,235,27,Curry 27' 3PT Pullup Jump Shot (8 PTS),2010,1,0,0,1
20900181,3,PT10M11.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,59,183,19,MISS Curry 19' Pullup Jump Shot,2010,0,1,0,0
20900181,3,PT07M34.00S,66.0,58.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,31,189,19,Curry 19' Pullup Jump Shot (12 PTS),2010,1,0,1,0
20900181,3,PT01M37.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-106,124,16,MISS Curry 16' Jump Shot,2010,0,1,0,1
20900181,4,PT06M16.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Floating Jump shot,Missed,-4,74,7,MISS Curry 7' Floating Jump Shot,2010,0,0,1,0
20900204,2,PT07M16.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-142,89,17,MISS Curry 17' Jump Shot,2010,0,1,1,0
20900204,2,PT04M28.00S,40.0,44.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,196,162,25,Curry 25' 3PT Jump Shot (7 PTS) (Morrow 3 AST),2010,1,0,1,1
20900204,2,PT02M29.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,24,192,19,MISS Curry 19' Jump Shot,2010,0,1,0,1
20900204,2,PT01M59.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-226,36,0,MISS Curry  3PT Jump Shot,2010,0,0,1,0
20900204,3,PT02M06.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-138,110,18,MISS Curry 18' Jump Shot,2010,0,0,0,1
20900204,4,PT04M01.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry  Layup,2010,0,0,0,0
20900204,4,PT03M51.00S,98.0,98.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-40,186,19,Curry 19' Jump Shot (9 PTS),2010,1,0,0,0
20900204,4,PT02M21.00S,100.0,103.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-182,159,24,Curry 24' 3PT Jump Shot (14 PTS) (Ellis 8 AST),2010,1,1,0,0
20900204,4,PT01M08.00S,103.0,107.0,GSW,201939,S. Curry,Made Shot,Running Jump Shot,Made,75,56,9,Curry 9' Running Jump Shot (16 PTS),2010,1,1,1,0
20900216,1,PT06M18.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Step Back Jump shot,Missed,-103,132,17,MISS Curry 17' Step Back Jump Shot,2010,0,0,0,1
20900216,2,PT03M38.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,40,11,4,MISS Curry 4' Jump Shot,2010,0,0,0,0
20900216,2,PT02M46.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-221,25,0,MISS Curry  3PT Jump Shot,2010,0,0,0,0
20900216,2,PT00M35.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Step Back Jump shot,Missed,2,162,16,MISS Curry 16' Step Back Jump Shot,2010,0,0,0,0
20900216,3,PT11M12.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-64,33,7,MISS Curry 7' Jump Shot,2010,0,0,0,0
20900216,3,PT11M09.00S,62.0,62.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,6,14,2,Curry 2' Layup (5 PTS) (Moore 1 AST),2010,1,0,0,0
20900216,3,PT10M49.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-133,88,16,MISS Curry 16' Jump Shot,2010,0,1,0,0
20900216,3,PT08M41.00S,67.0,70.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-37,183,19,Curry 19' Jump Shot (7 PTS),2010,1,0,1,0
20900216,3,PT06M57.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,13,164,16,MISS Curry 16' Jump Shot,2010,0,1,0,1
20900216,4,PT04M00.00S,110.0,98.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-205,0,21,Curry 21' Jump Shot (9 PTS) (Watson 1 AST),2010,1,0,1,0
20900216,4,PT02M52.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,-18,17,2,MISS Curry 2' Layup,2010,0,1,0,1
20900216,4,PT01M48.00S,116.0,104.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-111,112,16,Curry 16' Jump Shot (11 PTS),2010,1,0,1,0
20900216,4,PT00M43.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,225,129,26,MISS Curry 26' 3PT Jump Shot,2010,0,1,0,1
20900238,2,PT06M49.00S,30.0,44.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-68,261,27,Curry 27' 3PT Pullup Jump Shot (5 PTS),2010,1,0,0,1
20900238,2,PT06M26.00S,32.0,47.0,GSW,201939,S. Curry,Made Shot,Floating Jump shot,Made,0,61,6,Curry 6' Floating Jump Shot (7 PTS),2010,1,1,0,0
20900238,2,PT05M23.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-226,56,0,MISS Curry  3PT Jump Shot,2010,0,1,1,0
20900238,2,PT04M53.00S,37.0,52.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-37,156,16,Curry 16' Pullup Jump Shot (9 PTS),2010,1,0,1,1
20900238,2,PT04M32.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,39,178,18,MISS Curry 18' Jump Shot,2010,0,1,0,1
20900238,2,PT00M00.20S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-114,22,12,MISS Curry 12' Jump Shot,2010,0,0,1,0
20900238,3,PT06M24.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,233,-5,0,MISS Curry  3PT Jump Shot,2010,0,0,0,1
20900238,3,PT03M37.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,157,214,27,MISS Curry 27' 3PT Jump Shot,2010,0,0,0,0
20900238,4,PT06M38.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,29,184,19,MISS Curry 19' Jump Shot,2010,0,0,0,0
20900238,4,PT05M26.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,37,34,5,MISS Curry 5' Jump Shot,2010,0,0,0,0
20900238,4,PT03M53.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Floating Jump shot,Missed,-37,36,5,MISS Curry 5' Floating Jump Shot,2010,0,0,0,0
20900238,4,PT01M13.00S,95.0,123.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,95,143,17,Curry 17' Pullup Jump Shot (13 PTS),2010,1,0,0,0
20900252,4,PT01M32.00S,121.0,105.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,132,159,21,Curry 21' Pullup Jump Shot (2 PTS),2010,1,0,0,0
20900252,4,PT00M18.80S,126.0,107.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,61,263,27,Curry 27' 3PT Pullup Jump Shot (7 PTS),2010,1,1,0,0
20900256,2,PT10M21.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,128,216,25,MISS Curry 25' 3PT Jump Shot,2010,0,1,0,0
20900256,2,PT00M16.40S,67.0,55.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-40,248,25,Curry 25' 3PT Jump Shot (5 PTS),2010,1,0,1,0
20900256,3,PT11M13.00S,71.0,57.0,GSW,201939,S. Curry,Made Shot,Driving Finger Roll Layup Shot,Made,0,0,0,Curry  Driving Finger Roll Layup (7 PTS),2010,1,1,0,1
20900256,3,PT08M07.00S,83.0,64.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-154,185,24,Curry 24' 3PT Jump Shot (10 PTS),2010,1,1,1,0
20900256,3,PT07M46.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-166,122,21,MISS Curry 21' Jump Shot,2010,0,1,1,1
20900256,3,PT05M48.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Floating Jump shot,Missed,85,73,11,MISS Curry 11' Floating Jump Shot,2010,0,0,1,1
20900256,3,PT03M06.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-73,248,26,MISS Curry 26' 3PT Jump Shot,2010,0,0,0,1
20900256,3,PT00M39.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry  Layup,2010,0,0,0,0
20900256,3,PT00M05.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry  Layup,2010,0,0,0,0
20900256,4,PT05M08.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,154,193,25,MISS Curry 25' 3PT Jump Shot,2010,0,0,0,0
20900256,4,PT03M12.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,133,175,22,MISS Curry 22' Jump Shot,2010,0,0,0,0
20900271,1,PT03M37.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-210,123,24,MISS Curry 24' 3PT Jump Shot,2010,0,0,1,0
20900271,3,PT09M52.00S,61.0,62.0,GSW,201939,S. Curry,Made Shot,Floating Jump shot,Made,20,72,7,Curry 7' Floating Jump Shot (7 PTS) (Radmanovic 3 AST),2010,1,0,0,1
20900271,3,PT07M33.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-13,261,26,MISS Curry 26' 3PT Jump Shot,2010,0,1,0,0
20900271,4,PT10M02.00S,95.0,87.0,GSW,201939,S. Curry,Made Shot,Floating Jump shot,Made,-34,30,5,Curry 5' Floating Jump Shot (9 PTS) (Ellis 7 AST),2010,1,0,1,0
20900271,4,PT07M17.00S,101.0,92.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,140,94,17,Curry 17' Pullup Jump Shot (11 PTS) (Maggette 2 AST),2010,1,1,0,1
20900289,1,PT04M46.00S,17.0,30.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,20,15,3,Curry 3' Driving Layup (8 PTS) (Moore 3 AST),2010,1,1,1,1
20900289,2,PT10M10.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-169,9,17,MISS Curry 17' Jump Shot,2010,0,1,1,1
20900289,3,PT09M35.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-45,170,18,MISS Curry 18' Jump Shot,2010,0,0,1,1
20900289,3,PT02M27.00S,93.0,93.0,GSW,201939,S. Curry,Made Shot,Floating Jump shot,Made,-123,1,12,Curry 12' Floating Jump Shot (10 PTS),2010,1,0,0,1
20900289,3,PT00M40.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,231,-16,0,MISS Curry  3PT Jump Shot,2010,0,1,0,0
20900289,3,PT00M01.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,31,209,21,MISS Curry 21' Jump Shot,2010,0,0,1,0
20900289,4,PT11M41.00S,102.0,97.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,-8,17,2,Curry 2' Driving Layup (12 PTS) (Randolph 4 AST),2010,1,0,0,1
20900289,4,PT09M13.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,181,205,27,MISS Curry 27' 3PT Jump Shot,2010,0,1,0,0
20900289,4,PT08M25.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-133,102,17,MISS Curry 17' Jump Shot,2010,0,0,1,0
20900298,2,PT10M50.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry  Layup,2010,0,1,0,1
20900298,2,PT05M01.00S,41.0,37.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,0,0,0,Curry  Driving Layup (6 PTS),2010,1,0,1,0
20900298,2,PT04M24.00S,43.0,40.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,0,0,0,Curry  Layup (9 PTS) (Radmanovic 2 AST),2010,1,1,0,1
20900298,3,PT09M59.00S,60.0,54.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,119,214,24,Curry 24' 3PT Jump Shot (12 PTS) (Moore 1 AST),2010,1,1,1,0
20900298,3,PT00M33.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,78,220,23,MISS Curry 23' Jump Shot,2010,0,1,1,1
20900298,4,PT10M55.00S,79.0,69.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,88,195,21,Curry 21' Jump Shot (14 PTS) (Watson 2 AST),2010,1,0,1,1
20900298,4,PT09M02.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-122,96,16,MISS Curry 16' Jump Shot,2010,0,1,0,1
20900298,4,PT08M37.00S,83.0,71.0,GSW,201939,S. Curry,Made Shot,Reverse Layup Shot,Made,0,0,0,Curry  Reverse Layup (16 PTS) (Watson 3 AST),2010,1,0,1,0
20900298,4,PT03M55.00S,94.0,81.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,132,201,24,Curry 24' 3PT Jump Shot (20 PTS) (George 1 AST),2010,1,1,0,1
20900298,4,PT03M31.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,130,208,25,MISS Curry 25' 3PT Jump Shot,2010,0,1,1,0
20900298,4,PT00M48.10S,102.0,88.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,0,0,0,Curry  Layup (22 PTS) (Randolph 1 AST),2010,1,0,1,1
20900311,1,PT06M06.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,125,99,16,MISS Curry 16' Jump Shot,2010,0,0,1,1
20900311,1,PT05M32.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-43,246,25,MISS Curry 25' 3PT Jump Shot,2010,0,0,0,1
20900311,1,PT03M18.00S,20.0,15.0,GSW,201939,S. Curry,Made Shot,Driving Finger Roll Layup Shot,Made,0,0,0,Curry Driving Finger Roll Layup (6 PTS),2010,1,0,0,0
20900311,1,PT02M46.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,168,187,25,MISS Curry 25' 3PT Jump Shot,2010,0,1,0,0
20900311,2,PT09M33.00S,29.0,29.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,0,0,0,Curry Driving Layup (8 PTS),2010,1,0,1,0
20900311,2,PT07M49.00S,31.0,34.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,147,187,24,Curry 24' 3PT Jump Shot (11 PTS) (Randolph 3 AST),2010,1,1,0,1
20900311,2,PT05M06.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,176,129,22,MISS Curry 22' Jump Shot,2010,0,1,1,0
20900311,3,PT10M11.00S,,,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry Layup,2010,0,0,1,1
20900311,3,PT09M07.00S,50.0,68.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,0,0,0,Curry Layup (13 PTS) (Moore 1 AST),2010,1,0,0,1
20900311,3,PT07M51.00S,,,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,0,0,0,MISS Curry Layup,2010,0,1,0,0
20900324,1,PT01M07.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-67,249,26,MISS Curry 26' 3PT Jump Shot,2010,0,1,0,0
20900324,3,PT11M43.00S,44.0,53.0,GSW,201939,S. Curry,Made Shot,Running Jump Shot,Made,110,0,11,Curry 11' Running Jump Shot (4 PTS) (Ellis 4 AST),2010,1,0,1,0
20900324,3,PT06M14.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,105,222,25,MISS Curry 25' 3PT Jump Shot,2010,0,1,0,1
20900324,3,PT04M12.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-4,233,23,MISS Curry 23' Jump Shot,2010,0,0,1,0
20900324,3,PT03M22.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,64,205,21,MISS Curry 21' Jump Shot,2010,0,0,0,1
20900324,3,PT00M01.60S,69.0,70.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,0,0,0,Curry  Layup (6 PTS),2010,1,0,0,0
20900332,1,PT04M47.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,155,17,16,MISS Curry 16' Jump Shot,2010,0,1,0,0
20900332,1,PT01M07.00S,22.0,25.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,0,0,0,Curry  Driving Layup (7 PTS) (Radmanovic 2 AST),2010,1,0,1,0
20900332,2,PT09M56.00S,24.0,37.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,32,257,26,Curry 26' 3PT Jump Shot (10 PTS) (Watson 3 AST),2010,1,1,0,1
20900332,3,PT09M03.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-112,167,20,MISS Curry 20' Jump Shot,2010,0,1,1,0
