gameid,period,clock,h_pts,a_pts,team,playerid,player,type,subtype,result,x,y,dist,desc,season,outcome,lag1,lag2,lag3
41400226,4,PT01M14.00S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,62,246,25,MISS Curry 25' 3PT Jump Shot,2015,0,0,1,1
41400226,4,PT00M56.90S,,,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-48,241,25,MISS Curry 25' 3PT Jump Shot,2015,0,0,0,1
41400311,1,PT02M33.00S,19.0,23.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-226,123,26,Curry 26' 3PT Pullup Jump Shot (8 PTS) (Livingston 1 AST),2015,1,1,1,0
41400311,1,PT01M37.00S,22.0,27.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,53,239,24,Curry 24' 3PT Pullup Jump Shot (11 PTS) (Green 2 AST),2015,1,1,1,1
41400311,1,PT01M08.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,31,261,26,MISS Curry 26' 3PT Jump Shot,2015,0,1,1,1
41400311,2,PT02M56.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-215,30,22,MISS Curry 22' Jump Shot,2015,0,0,1,1
41400311,2,PT01M36.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,122,230,26,MISS Curry 26' 3PT Pullup Jump Shot,2015,0,0,0,1
41400311,2,PT00M01.30S,58.0,55.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,-183,86,20,Curry 20' Step Back Jump Shot (13 PTS),2015,1,0,0,0
41400311,3,PT09M03.00S,62.0,57.0,GSW,201939,S. Curry,Made Shot,Floating Jump shot,Made,61,146,16,Curry 16' Floating Jump Shot (15 PTS),2015,1,1,0,0
41400311,3,PT07M42.00S,64.0,62.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-207,71,22,Curry 22' Jump Shot (17 PTS) (Green 5 AST),2015,1,1,1,0
41400311,3,PT07M03.00S,67.0,62.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-234,37,24,Curry 24' 3PT Pullup Jump Shot (20 PTS) (Green 6 AST),2015,1,1,1,1
41400311,3,PT03M55.00S,75.0,71.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,231,61,24,Curry 24' 3PT Pullup Jump Shot (23 PTS) (Iguodala 3 AST),2015,1,1,1,1
41400311,3,PT02M54.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-205,165,26,MISS Curry 26' 3PT Pullup Jump Shot,2015,0,1,1,1
41400311,3,PT02M42.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,233,19,0,MISS Curry  3PT Pullup Jump Shot,2015,0,0,1,1
41400311,3,PT02M00.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,192,213,29,MISS Curry 29' 3PT Jump Shot,2015,0,0,0,1
41400311,4,PT05M53.00S,97.0,95.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,15,12,2,Curry 2' Driving Layup (25 PTS),2015,1,0,0,0
41400311,4,PT04M08.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Running Reverse Layup Shot,Missed,2,30,3,MISS Curry 3' Running Reverse Layup,2015,0,1,0,0
41400311,4,PT03M35.00S,103.0,97.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,21,15,3,Curry 3' Layup (27 PTS) (Livingston 3 AST),2015,1,0,1,0
41400311,4,PT03M08.00S,106.0,97.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-75,249,26,Curry 26' 3PT Pullup Jump Shot (30 PTS),2015,1,1,0,1
41400311,4,PT02M01.00S,108.0,97.0,GSW,201939,S. Curry,Made Shot,Layup Shot,Made,15,15,2,Curry 2' Layup (32 PTS) (Green 8 AST),2015,1,1,1,0
41400311,4,PT01M12.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,-8,17,2,MISS Curry 2' Layup,2015,0,1,1,1
41400312,1,PT07M02.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Reverse Layup Shot,Missed,4,20,2,MISS Curry 2' Reverse Layup,2015,0,0,0,1
41400312,1,PT03M51.00S,21.0,16.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-187,206,28,Curry 28' 3PT Pullup Jump Shot (6 PTS) (Green 3 AST),2015,1,0,0,0
41400312,1,PT03M01.00S,24.0,19.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,-232,31,0,Curry  3PT Step Back Jump Shot (9 PTS) (Iguodala 1 AST),2015,1,1,0,0
41400312,1,PT02M31.00S,27.0,21.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,234,28,24,Curry 24' 3PT Pullup Jump Shot (12 PTS) (Iguodala 2 AST),2015,1,1,1,0
41400312,1,PT01M10.00S,32.0,26.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-64,257,26,Curry 26' 3PT Pullup Jump Shot (15 PTS) (Green 4 AST),2015,1,1,1,1
41400312,1,PT00M47.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-100,241,26,MISS Curry 26' 3PT Pullup Jump Shot,2015,0,1,1,1
41400312,2,PT02M12.00S,53.0,46.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-185,118,22,Curry 22' Jump Shot (17 PTS) (Green 5 AST),2015,1,0,1,1
41400312,2,PT00M32.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-18,242,24,MISS Curry 24' 3PT Pullup Jump Shot,2015,0,1,0,1
41400312,3,PT09M31.00S,57.0,58.0,GSW,201939,S. Curry,Made Shot,Floating Jump shot,Made,18,96,10,Curry 10' Floating Jump Shot (19 PTS),2015,1,0,1,0
41400312,3,PT06M48.00S,66.0,65.0,GSW,201939,S. Curry,Made Shot,Driving Finger Roll Layup Shot,Made,-10,1,1,Curry 1' Driving Finger Roll Layup (21 PTS),2015,1,1,0,1
41400312,3,PT04M41.00S,71.0,67.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,28,263,26,Curry 26' 3PT Step Back Jump Shot (24 PTS),2015,1,1,1,0
41400312,3,PT02M25.00S,77.0,73.0,GSW,201939,S. Curry,Made Shot,Driving Reverse Layup Shot,Made,6,3,1,Curry 1' Driving Reverse Layup (27 PTS),2015,1,1,1,1
41400312,3,PT01M03.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,230,28,0,MISS Curry  3PT Jump Shot,2015,0,1,1,1
41400312,3,PT00M09.80S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Driving Finger Roll Layup Shot,Missed,28,9,3,MISS Curry 3' Driving Finger Roll Layup,2015,0,0,1,1
41400312,4,PT07M07.00S,87.0,81.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,7,12,1,Curry 1' Driving Layup (29 PTS) (Bogut 4 AST),2015,1,0,0,1
41400312,4,PT02M52.00S,94.0,86.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,-105,201,23,Curry 23' Step Back Jump Shot (31 PTS),2015,1,1,0,0
41400312,4,PT02M02.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,113,235,26,MISS Curry 26' 3PT Jump Shot,2015,0,1,1,0
41400312,4,PT01M39.00S,98.0,90.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,-114,183,22,Curry 22' Step Back Jump Shot (33 PTS),2015,1,0,1,1
41400313,2,PT06M37.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Driving Finger Roll Layup Shot,Missed,7,41,4,MISS Curry 4' Driving Finger Roll Layup,2015,0,0,0,1
41400313,2,PT05M57.00S,29.0,40.0,GSW,201939,S. Curry,Made Shot,Driving Finger Roll Layup Shot,Made,18,7,2,Curry 2' Driving Finger Roll Layup (5 PTS),2015,1,0,0,0
41400313,2,PT04M32.00S,32.0,49.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,4,290,29,Curry 29' 3PT Pullup Jump Shot (12 PTS),2015,1,1,0,0
41400313,2,PT03M13.00S,34.0,54.0,GSW,201939,S. Curry,Made Shot,Running Bank shot,Made,-78,22,8,Curry 8' Running Bank Shot (17 PTS) (Green 4 AST),2015,1,1,1,0
41400313,3,PT11M25.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,207,4,21,MISS Curry 21' Jump Shot,2015,0,1,1,1
41400313,3,PT10M24.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-60,72,9,MISS Curry 9' Jump Shot,2015,0,0,1,1
41400313,3,PT09M16.00S,44.0,66.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-231,25,0,Curry  3PT Jump Shot (22 PTS) (Thompson 4 AST),2015,1,0,0,1
41400313,3,PT07M55.00S,47.0,68.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,-41,9,4,Curry 4' Driving Layup (24 PTS),2015,1,1,0,0
41400313,3,PT06M32.00S,50.0,71.0,GSW,201939,S. Curry,Made Shot,Running Jump Shot,Made,2,71,7,Curry 7' Running Jump Shot (26 PTS),2015,1,1,1,0
41400313,3,PT06M05.00S,50.0,74.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-232,7,0,Curry  3PT Jump Shot (29 PTS),2015,1,1,1,1
41400313,3,PT04M08.00S,56.0,83.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,121,220,25,Curry 25' 3PT Jump Shot (32 PTS) (Thompson 5 AST),2015,1,1,1,1
41400313,3,PT02M15.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Driving Layup Shot,Missed,-23,19,3,MISS Curry 3' Driving Layup,2015,0,1,1,1
41400313,3,PT01M09.00S,59.0,89.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,43,11,4,Curry 4' Driving Layup (34 PTS) (Green 5 AST),2015,1,0,1,1
41400313,3,PT00M39.40S,61.0,92.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-229,1,0,Curry  3PT Jump Shot (37 PTS) (Livingston 2 AST),2015,1,1,0,1
41400313,4,PT06M57.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Driving Layup Shot,Missed,36,9,4,MISS Curry 4' Driving Layup,2015,0,1,1,0
41400313,4,PT05M34.00S,73.0,103.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-180,165,24,Curry 24' 3PT Pullup Jump Shot (40 PTS),2015,1,0,1,1
41400314,1,PT05M29.00S,25.0,13.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,-229,26,0,Curry  3PT Step Back Jump Shot (8 PTS) (Iguodala 1 AST),2015,1,1,0,0
41400314,1,PT04M28.00S,29.0,16.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,166,184,25,Curry 25' 3PT Jump Shot (11 PTS) (Barnes 1 AST),2015,1,1,1,0
41400314,1,PT02M12.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,9,257,26,MISS Curry 26' 3PT Jump Shot,2015,0,1,1,1
41400314,1,PT01M23.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,223,108,25,MISS Curry 25' 3PT Jump Shot,2015,0,0,1,1
41400314,3,PT04M27.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Step Back Jump shot,Missed,106,190,22,MISS Curry 22' Step Back Jump Shot,2015,0,0,0,1
41400314,3,PT03M32.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-152,197,25,MISS Curry 25' 3PT Jump Shot,2015,0,0,0,0
41400314,3,PT00M36.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Running Jump Shot,Missed,-16,108,11,MISS Curry 11' Running Jump Shot,2015,0,0,0,0
41400314,4,PT08M24.00S,104.0,98.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-136,216,26,Curry 26' 3PT Pullup Jump Shot (15 PTS),2015,1,0,0,0
41400314,4,PT07M18.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Driving Layup Shot,Missed,6,-5,1,MISS Curry 1' Driving Layup,2015,0,1,0,0
41400314,4,PT05M15.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-155,203,26,MISS Curry 26' 3PT Pullup Jump Shot,2015,0,0,1,0
41400314,4,PT04M29.00S,114.0,101.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-207,138,25,Curry 25' 3PT Jump Shot (18 PTS) (Barnes 3 AST),2015,1,0,0,1
41400314,4,PT03M44.00S,116.0,106.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,39,249,25,Curry 25' 3PT Step Back Jump Shot (21 PTS),2015,1,1,0,0
41400314,4,PT03M10.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-160,184,24,MISS Curry 24' 3PT Jump Shot,2015,0,1,1,0
41400314,4,PT01M35.00S,121.0,112.0,GSW,201939,S. Curry,Made Shot,Driving Bank shot,Made,88,44,10,Curry 10' Driving Bank Shot (23 PTS),2015,1,0,1,1
41400314,4,PT00M50.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,1,-3,0,MISS Curry  Layup,2015,0,1,0,1
41400315,1,PT07M30.00S,6.0,9.0,GSW,201939,S. Curry,Made Shot,Floating Jump shot,Made,-11,50,5,Curry 5' Floating Jump Shot (2 PTS),2015,1,0,0,0
41400315,1,PT06M36.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-139,244,28,MISS Curry 28' 3PT Pullup Jump Shot,2015,0,1,0,0
41400315,1,PT01M09.00S,17.0,20.0,GSW,201939,S. Curry,Made Shot,Fadeaway Jump Shot,Made,168,214,27,Curry 27' 3PT Fadeaway Jumper (7 PTS) (Iguodala 1 AST),2015,1,0,1,0
41400315,1,PT00M37.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,64,261,27,MISS Curry 27' 3PT Pullup Jump Shot,2015,0,1,0,1
41400315,2,PT06M15.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-187,190,27,MISS Curry 27' 3PT Jump Shot,2015,0,0,1,0
41400315,2,PT05M36.00S,38.0,34.0,GSW,201939,S. Curry,Made Shot,Driving Jump shot,Made,-4,44,4,Curry 4' Driving Jump Shot (9 PTS) (Iguodala 3 AST),2015,1,0,0,1
41400315,2,PT03M20.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Running Jump Shot,Missed,21,48,5,MISS Curry 5' Running Jump Shot,2015,0,1,0,0
41400315,2,PT02M50.00S,44.0,36.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-228,36,0,Curry  3PT Pullup Jump Shot (12 PTS) (Green 2 AST),2015,1,0,1,0
41400315,2,PT00M01.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,81,291,30,MISS Curry 30' 3PT Jump Shot,2015,0,1,0,1
41400315,3,PT09M27.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,144,216,26,MISS Curry 26' 3PT Pullup Jump Shot,2015,0,0,1,0
41400315,3,PT08M19.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Bank Shot,Missed,-54,55,8,MISS Curry 8' Jump Bank Shot,2015,0,0,0,1
41400315,3,PT07M59.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,165,206,26,MISS Curry 26' 3PT Jump Shot,2015,0,0,0,0
41400315,3,PT03M35.00S,66.0,60.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,10,25,3,Curry 3' Driving Layup (16 PTS),2015,1,0,0,0
41400315,3,PT01M56.00S,72.0,65.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-177,205,27,Curry 27' 3PT Pullup Jump Shot (19 PTS) (Green 3 AST),2015,1,1,0,0
41400315,3,PT01M31.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,125,249,28,MISS Curry 28' 3PT Jump Shot,2015,0,1,1,0
41400315,4,PT03M24.00S,97.0,83.0,GSW,201939,S. Curry,Made Shot,Floating Jump shot,Made,-16,96,10,Curry 10' Floating Jump Shot (21 PTS),2015,1,0,1,1
41400315,4,PT02M59.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-16,274,27,MISS Curry 27' 3PT Pullup Jump Shot,2015,0,1,0,1
41400315,4,PT01M16.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,34,55,6,MISS Curry 6' Jump Shot,2015,0,0,1,0
41400401,1,PT07M42.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Floating Jump shot,Missed,32,56,6,MISS Curry 6' Floating Jump Shot,2015,0,1,1,0
41400401,1,PT05M41.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Floating Jump shot,Missed,-92,75,12,MISS Curry 12' Floating Jump Shot,2015,0,0,1,1
41400401,1,PT04M51.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,212,56,22,MISS Curry 22' Jump Shot,2015,0,0,0,1
41400401,1,PT01M57.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-70,255,26,MISS Curry 26' 3PT Jump Shot,2015,0,0,0,0
41400401,2,PT06M11.00S,29.0,34.0,GSW,201939,S. Curry,Made Shot,Turnaround Jump Shot,Made,-68,129,15,Curry 15' Turnaround Jump Shot (6 PTS),2015,1,0,0,0
41400401,2,PT04M21.00S,36.0,36.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,-228,15,0,Curry  3PT Pullup Jump Shot (9 PTS) (Green 2 AST),2015,1,1,0,0
41400401,2,PT03M46.00S,39.0,36.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,140,222,26,Curry 26' 3PT Step Back Jump Shot (12 PTS),2015,1,1,1,0
41400401,2,PT02M58.00S,41.0,36.0,GSW,201939,S. Curry,Made Shot,Driving Layup Shot,Made,-19,14,2,Curry 2' Driving Layup (14 PTS),2015,1,1,1,1
41400401,3,PT11M47.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,62,244,25,MISS Curry 25' 3PT Pullup Jump Shot,2015,0,1,1,1
41400401,3,PT09M32.00S,52.0,57.0,GSW,201939,S. Curry,Made Shot,Step Back Jump shot,Made,61,159,17,Curry 17' Step Back Jump Shot (16 PTS),2015,1,0,1,1
41400401,3,PT01M23.00S,70.0,71.0,GSW,201939,S. Curry,Made Shot,Reverse Layup Shot,Made,-5,11,1,Curry 1' Reverse Layup (18 PTS) (Ezeli 1 AST),2015,1,1,0,1
41400401,4,PT06M42.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Floating Jump shot,Missed,17,83,8,MISS Curry 8' Floating Jump Shot,2015,0,1,1,0
41400401,4,PT04M32.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,193,176,26,MISS Curry 26' 3PT Jump Shot,2015,0,0,1,1
41400401,4,PT03M35.00S,94.0,93.0,GSW,201939,S. Curry,Made Shot,Turnaround Jump Shot,Made,-11,178,18,Curry 18' Turnaround Jump Shot (20 PTS),2015,1,0,0,1
41400401,4,PT00M53.60S,98.0,96.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,59,192,20,Curry 20' Pullup Jump Shot (22 PTS),2015,1,1,0,0
41400401,4,PT00M26.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Layup Shot,Missed,12,25,3,MISS Curry 3' Layup,2015,0,1,1,0
41400401,5,PT00M49.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-202,178,27,MISS Curry 27' 3PT Pullup Jump Shot,2015,0,0,1,1
41400402,1,PT02M43.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,0,154,15,MISS Curry 15' Jump Shot,2015,0,1,0,0
41400402,1,PT01M10.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-106,233,26,MISS Curry 26' 3PT Pullup Jump Shot,2015,0,0,1,0
41400402,1,PT00M30.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Reverse Layup Shot,Missed,15,14,2,MISS Curry 2' Reverse Layup,2015,0,0,0,1
41400402,2,PT05M28.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,234,48,24,MISS Curry 24' 3PT Pullup Jump Shot,2015,0,0,0,0
41400402,2,PT04M22.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-231,48,24,MISS Curry 24' 3PT Jump Shot,2015,0,0,0,0
41400402,2,PT02M23.00S,39.0,42.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,89,244,26,Curry 26' 3PT Pullup Jump Shot (8 PTS),2015,1,0,0,0
41400402,2,PT00M01.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,36,283,29,MISS Curry 29' 3PT Jump Shot,2015,0,1,0,0
41400402,3,PT10M48.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-177,186,26,MISS Curry 26' 3PT Pullup Jump Shot,2015,0,0,1,0
41400402,3,PT09M11.00S,49.0,49.0,GSW,201939,S. Curry,Made Shot,Driving Finger Roll Layup Shot,Made,18,17,2,Curry 2' Driving Finger Roll Layup (10 PTS),2015,1,0,0,1
41400402,3,PT08M45.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-171,198,26,MISS Curry 26' 3PT Jump Shot,2015,0,1,0,0
41400402,4,PT07M18.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,201,157,26,MISS Curry 26' 3PT Jump Shot,2015,0,0,1,0
41400402,4,PT06M09.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-60,116,13,MISS Curry 13' Jump Shot,2015,0,0,0,1
41400402,4,PT06M02.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-231,1,0,MISS Curry  3PT Pullup Jump Shot,2015,0,0,0,0
41400402,4,PT02M45.00S,78.0,84.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,193,187,27,Curry 27' 3PT Pullup Jump Shot (13 PTS),2015,1,0,0,0
41400402,4,PT01M26.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-229,53,24,MISS Curry 24' 3PT Pullup Jump Shot,2015,0,1,0,0
41400402,4,PT00M08.00S,87.0,87.0,GSW,201939,S. Curry,Made Shot,Driving Finger Roll Layup Shot,Made,4,25,3,Curry 3' Driving Finger Roll Layup (17 PTS),2015,1,0,1,0
41400402,5,PT04M07.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,80,247,26,MISS Curry 26' 3PT Pullup Jump Shot,2015,0,1,0,1
41400402,5,PT03M03.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Pullup Jump shot,Missed,-187,176,26,MISS Curry 26' 3PT Pullup Jump Shot,2015,0,0,1,0
41400402,5,PT02M40.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Driving Layup Shot,Missed,7,15,2,MISS Curry 2' Driving Layup,2015,0,0,0,1
41400402,5,PT00M07.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-193,22,19,MISS Curry 19' Jump Shot,2015,0,0,0,0
41400403,1,PT03M01.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Floating Jump shot,Missed,76,129,15,MISS Curry 15' Floating Jump Shot,2015,0,0,0,1
41400403,1,PT01M33.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,166,198,26,MISS Curry 26' 3PT Jump Shot,2015,0,0,0,0
41400403,2,PT03M19.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,155,211,26,MISS Curry 26' 3PT Jump Shot,2015,0,0,0,0
41400403,3,PT11M14.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,10,88,9,MISS Curry 9' Jump Shot,2015,0,0,0,0
41400403,3,PT06M22.00S,56.0,48.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,29,181,18,Curry 18' Jump Shot (5 PTS) (Green 2 AST),2015,1,0,0,0
41400403,3,PT03M35.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Turnaround Jump Shot,Missed,-38,74,8,MISS Curry 8' Turnaround Jump Shot,2015,0,1,0,0
41400403,3,PT02M40.00S,68.0,51.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,189,209,28,Curry 28' 3PT Jump Shot (8 PTS),2015,1,0,1,0
41400403,3,PT01M29.00S,70.0,53.0,GSW,201939,S. Curry,Made Shot,Pullup Jump shot,Made,39,82,9,Curry 9' Pullup Jump Shot (10 PTS),2015,1,1,0,1
41400403,4,PT07M24.00S,77.0,73.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-8,250,25,Curry 25' 3PT Jump Shot (13 PTS),2015,1,1,1,0
41400403,4,PT05M40.00S,79.0,76.0,GSW,201939,S. Curry,Made Shot,Reverse Layup Shot,Made,-11,6,1,Curry 1' Reverse Layup (15 PTS),2015,1,1,1,1
41400403,4,PT04M58.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Step Back Jump shot,Missed,166,190,25,MISS Curry 25' 3PT Step Back Jump Shot,2015,0,1,1,1
41400403,4,PT02M45.00S,81.0,80.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,116,227,25,Curry 25' 3PT Jump Shot (18 PTS) (Green 3 AST),2015,1,0,1,1
41400403,4,PT01M24.00S,88.0,83.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,0,290,29,Curry 29' 3PT Jump Shot (21 PTS),2015,1,1,0,1
41400403,4,PT00M40.90S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-207,269,34,MISS Curry 34' 3PT Jump Shot,2015,0,1,1,0
41400403,4,PT00M37.40S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Jump Shot,Missed,-13,254,25,MISS Curry 25' 3PT Jump Shot,2015,0,0,1,1
41400403,4,PT00M27.90S,92.0,88.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,234,-6,0,Curry  3PT Jump Shot (24 PTS) (Iguodala 5 AST),2015,1,0,0,1
41400403,4,PT00M18.90S,94.0,91.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,-239,159,29,Curry 29' 3PT Jump Shot (27 PTS),2015,1,1,0,0
41400404,1,PT05M33.00S,16.0,15.0,GSW,201939,S. Curry,Made Shot,Jump Shot,Made,160,201,26,Curry 26' 3PT Jump Shot (6 PTS) (Green 3 AST),2015,1,0,1,0
41400404,1,PT01M59.00S,0.0,0.0,GSW,201939,S. Curry,Missed Shot,Driving Finger Roll Layup Shot,Missed,-2,41,4,MISS Curry 4' Driving Finger Roll Layup,2015,0,1,0,1
